Date,Close
2022-06-07,3106.798828125
2022-06-08,3145.093994140625
2022-06-09,3166.297607421875
2022-06-10,3104.211181640625
2022-06-13,2974.5888671875
2022-06-14,2966.227294921875
2022-06-15,2962.30029296875
2022-06-16,2902.8935546875
2022-06-17,2853.83447265625
2022-06-20,2875.54638671875
2022-06-21,2967.5205078125
2022-06-22,2977.682861328125
2022-06-23,3057.00048828125
2022-06-24,3042.494873046875
2022-06-27,3062.451416015625
2022-06-28,3065.638427734375
2022-06-29,3040.092529296875
2022-06-30,3018.473876953125
2022-07-01,3062.82080078125
2022-07-04,2988.86279296875
2022-07-05,2971.53955078125
2022-07-06,3012.606689453125
2022-07-07,3037.64501953125
2022-07-08,3016.94921875
2022-07-11,2876.83984375
2022-07-12,2849.954345703125
2022-07-13,2807.5009765625
2022-07-14,2777.85791015625
2022-07-15,2774.014404296875
2022-07-18,2837.838623046875
2022-07-19,2847.796875
2022-07-20,2931.6767578125
2022-07-21,2943.256103515625
2022-07-22,2937.42041015625
2022-07-25,2933.4833984375
2022-07-26,2886.379150390625
2022-07-27,2953.955322265625
2022-07-28,3020.3271484375
2022-07-29,3058.677734375
2022-08-01,3055.806640625
2022-08-02,3049.32177734375
2022-08-03,3093.508056640625
2022-08-04,3107.820068359375
2022-08-05,3117.17626953125
2022-08-08,3125.8837890625
2022-08-10,3107.171875
2022-08-11,3170.39453125
2022-08-12,3150.987548828125
2022-08-16,3142.7890625
2022-08-17,3150.57080078125
2022-08-18,3132.182861328125
2022-08-19,3136.351806640625
2022-08-22,3107.449462890625
2022-08-23,3042.65234375
2022-08-24,3015.556640625
2022-08-25,2981.1435546875
2022-08-26,2984.848388671875
2022-08-29,2901.8017578125
2022-08-30,2974.6123046875
2022-09-01,2901.014892578125
2022-09-02,2899.81005859375
2022-09-05,2902.58984375
2022-09-06,2896.707763671875
2022-09-07,2917.59619140625
2022-09-08,2936.16943359375
2022-09-09,2980.633544921875
2022-09-12,3004.0703125
2022-09-13,2991.471923828125
2022-09-14,2890.547607421875
2022-09-15,2875.67919921875
2022-09-16,2787.074951171875
2022-09-19,2805.694580078125
2022-09-20,2816.347900390625
2022-09-21,2780.1279296875
2022-09-22,2785.870849609375
2022-09-23,2762.38818359375
2022-09-26,2773.82861328125
2022-09-27,2795.1806640625
2022-09-28,2812.0400390625
2022-09-29,2776.51513671875
2022-09-30,2783.23095703125
2022-10-03,2765.074951171875
2022-10-04,2863.451904296875
2022-10-06,2873.4560546875
2022-10-07,2839.135498046875
2022-10-10,2888.83349609375
2022-10-11,2843.44287109375
2022-10-12,2872.3447265625
2022-10-13,2874.70703125
2022-10-14,2870.8623046875
2022-10-17,2889.99462890625
2022-10-18,2920.5966796875
2022-10-19,2899.375
2022-10-20,2932.298583984375
2022-10-21,2913.816162109375
2022-10-24,2936.385009765625
2022-10-25,2936.7568359375
2022-10-27,2932.39111328125
2022-10-28,2937.82470703125
2022-10-31,2965.59375
2022-11-01,3027.400634765625
2022-11-02,3010.683837890625
2022-11-03,2978.224365234375
2022-11-04,2988.11572265625
2022-11-07,3003.25390625
2022-11-09,2986.862060546875
2022-11-10,2977.202392578125
2022-11-11,3079.642578125
2022-11-14,3097.79931640625
2022-11-15,3095.10595703125
2022-11-16,3116.235107421875
2022-11-17,3110.33740234375
2022-11-18,3105.182861328125
2022-11-21,3049.505126953125
2022-11-22,3078.7138671875
2022-11-23,3072.537841796875
2022-11-24,3139.26708984375
2022-11-25,3148.09033203125
2022-11-28,3153.29150390625
2022-11-29,3155.24169921875
2022-11-30,3149.15869140625
2022-12-01,3227.961669921875
2022-12-02,3194.062744140625
2022-12-05,3181.7568359375
2022-12-06,3144.09716796875
2022-12-07,3139.685546875
2022-12-08,3111.777099609375
2022-12-09,3058.095947265625
2022-12-12,3052.24462890625
2022-12-13,3094.6416015625
2022-12-14,3125.5224609375
2022-12-15,3069.56591796875
2022-12-16,3009.337158203125
2022-12-19,2973.859619140625
2022-12-20,3012.773681640625
2022-12-21,3035.620361328125
2022-12-22,3027.400634765625
2022-12-23,2998.285400390625
2022-12-26,3021.085693359375
2022-12-27,3027.215087890625
2022-12-28,3024.986572265625
2022-12-29,3035.80615234375
2022-12-30,3024.614990234375
2023-01-02,3029.0263671875
2023-01-03,3075.37060546875
2023-01-04,3078.43505859375
2023-01-05,3075.13818359375
2023-01-06,2982.682861328125
2023-01-09,3083.357421875
2023-01-10,3052.1982421875
2023-01-11,3091.484130859375
2023-01-12,3096.7314453125
2023-01-13,3134.06640625
2023-01-16,3159.1767578125
2023-01-17,3201.200439453125
2023-01-18,3212.191650390625
2023-01-19,3196.178466796875
2023-01-20,3186.70263671875
2023-01-23,3235.785888671875
2023-01-24,3256.0634765625
2023-01-25,3249.85693359375
2023-01-27,3232.1376953125
2023-01-30,3253.552490234375
2023-01-31,3182.53369140625
2023-02-01,3229.579345703125
2023-02-02,3278.899169921875
2023-02-03,3299.650634765625
2023-02-06,3278.47314453125
2023-02-07,3290.411865234375
2023-02-08,3335.468017578125
2023-02-09,3355.1298828125
2023-02-10,3352.002685546875
2023-02-13,3299.7451171875
2023-02-14,3316.51708984375
2023-02-15,3335.98876953125
2023-02-16,3371.427734375
2023-02-17,3317.511962890625
2023-02-20,3304.388671875
2023-02-21,3269.992431640625
2023-02-22,3223.13623046875
2023-02-23,3234.74365234375
2023-02-24,3222.093994140625
2023-02-27,3157.09228515625
2023-02-28,3139.088623046875
2023-03-01,3208.1171875
2023-03-02,3147.2373046875
2023-03-03,3166.8515625
2023-03-06,3194.99365234375
2023-03-08,3212.570556640625
2023-03-09,3161.82958984375
2023-03-10,3156.286376953125
2023-03-13,3109.80908203125
2023-03-14,3046.3232421875
2023-03-15,3031.11474609375
2023-03-16,3017.94384765625
2023-03-17,3012.54345703125
2023-03-20,2978.431640625
2023-03-21,2943.1826171875
2023-03-22,2966.587158203125
2023-03-23,2960.759521484375
2023-03-24,2956.82763671875
2023-03-27,2958.532958984375
2023-03-28,2952.468505859375
2023-03-29,2974.261962890625
2023-03-31,3037.748046875
2023-04-03,3032.15771484375
2023-04-05,3069.870361328125
2023-04-06,3051.771728515625
2023-04-10,3092.232177734375
2023-04-11,3045.23388671875
2023-04-12,3071.623291015625
2023-04-13,3021.59228515625
2023-04-17,2974.8310546875
2023-04-18,2966.5400390625
2023-04-19,2927.548095703125
2023-04-20,2941.950927734375
2023-04-21,2995.06103515625
2023-04-24,3008.27978515625
2023-04-25,3009.416259765625
2023-04-26,3030.40478515625
2023-04-27,3020.73974609375
2023-04-28,3050.397705078125
2023-05-02,3050.539794921875
2023-05-03,3013.111572265625
2023-05-04,3051.771728515625
2023-05-05,3061.247314453125
2023-05-08,3080.103515625
2023-05-09,3111.041259765625
2023-05-10,3114.405029296875
2023-05-11,3109.99853515625
2023-05-12,3102.560302734375
2023-05-15,3084.3203125
2023-05-16,3087.257080078125
2023-05-17,3040.401123046875
2023-05-18,3032.01513671875
2023-05-19,3053.809326171875
2023-05-22,3125.680419921875
2023-05-23,3124.1171875
2023-05-24,3130.0869140625
2023-05-25,3120.75341796875
2023-05-26,3154.296630859375
2023-05-29,3146.195068359375
2023-05-30,3142.262939453125
2023-05-31,3116.962890625
2023-06-01,3149.653564453125
2023-06-02,3132.21875
2023-06-05,3116.394775390625
2023-06-06,3062.76318359375
2023-06-07,3103.12890625
2023-06-08,3066.69580078125
2023-06-09,3040.9697265625
2023-06-12,3076.597412109375
2023-06-13,3073.5654296875
2023-06-14,3080.5302734375
2023-06-15,3070.26806640625
2023-06-16,3030.747314453125
2023-06-19,3064.63525390625
2023-06-20,3081.150146484375
2023-06-21,3110.265869140625
2023-06-22,3091.459716796875
2023-06-23,3070.316162109375
2023-06-26,3044.827880859375
2023-06-27,3052.1787109375
2023-06-28,3069.456298828125
2023-06-30,3152.3154296875
2023-07-03,3123.7255859375
2023-07-04,3158.615966796875
2023-07-05,3169.212158203125
2023-07-06,3172.027587890625
2023-07-07,3178.089599609375
2023-07-10,3123.39111328125
2023-07-11,3123.820556640625
2023-07-12,3111.88818359375
2023-07-13,3188.87646484375
2023-07-14,3355.0712890625
2023-07-17,3333.163330078125
2023-07-18,3338.080078125
2023-07-19,3312.496826171875
2023-07-20,3314.650390625
2023-07-21,3223.72802734375
2023-07-24,3249.042724609375
2023-07-25,3253.25341796875
2023-07-26,3242.869140625
2023-07-27,3251.099853515625
2023-07-28,3211.38134765625
2023-07-31,3274.596435546875
2023-08-01,3303.883056640625
2023-08-02,3292.97216796875
2023-08-03,3254.019287109375
2023-08-04,3295.748046875
2023-08-07,3334.510009765625
2023-08-08,3321.63671875
2023-08-09,3313.884521484375
2023-08-10,3294.360107421875
2023-08-11,3300.7724609375
2023-08-14,3301.777587890625
2023-08-16,3309.960693359375
2023-08-17,3288.28271484375
2023-08-18,3222.5791015625
2023-08-21,3255.646240234375
2023-08-22,3236.98291015625
2023-08-23,3252.391845703125
2023-08-24,3242.34326171875
2023-08-25,3236.169677734375
2023-08-28,3230.66650390625
2023-08-29,3231.24072265625
2023-08-30,3245.405517578125
2023-08-31,3212.7216796875
2023-09-01,3234.160400390625
2023-09-04,3271.773193359375
2023-09-05,3282.157470703125
2023-09-06,3282.68408203125
2023-09-07,3306.945556640625
2023-09-08,3294.168701171875
2023-09-11,3331.255615234375
2023-09-12,3427.10693359375
2023-09-13,3414.712646484375
2023-09-14,3407.247802734375
2023-09-15,3443.855712890625
2023-09-18,3451.369140625
2023-09-20,3451.2734375
2023-09-21,3431.413818359375
2023-09-22,3448.9765625
2023-09-25,3423.613525390625
2023-09-26,3431.79638671875
2023-09-27,3435.2421875
2023-09-28,3384.94775390625
2023-09-29,3377.147705078125
2023-10-03,3363.03076171875
2023-10-04,3385.904541015625
2023-10-05,3435.2900390625
2023-10-06,3465.96435546875
2023-10-09,3482.186767578125
2023-10-10,3473.14208984375
2023-10-11,3454.9580078125
2023-10-12,3390.4990234375
2023-10-13,3417.583984375
2023-10-16,3372.792724609375
2023-10-17,3356.522705078125
2023-10-18,3337.572265625
2023-10-19,3315.88623046875
2023-10-20,3353.212890625
2023-10-23,3272.2265625
2023-10-25,3252.9873046875
2023-10-26,3201.795166015625
2023-10-27,3215.420654296875
2023-10-30,3241.90478515625
2023-10-31,3232.500732421875
2023-11-01,3195.941650390625
2023-11-02,3224.201171875
2023-11-03,3215.372802734375
2023-11-06,3243.53564453125
2023-11-07,3234.13232421875
2023-11-08,3244.783203125
2023-11-09,3212.062255859375
2023-11-10,3198.628662109375
2023-11-13,3196.8056640625
2023-11-15,3266.61328125
2023-11-16,3356.379638671875
2023-11-17,3360.793701171875
2023-11-20,3377.25
2023-11-21,3368.22998046875
2023-11-22,3387.372802734375
2023-11-23,3366.35888671875
2023-11-24,3317.27783203125
2023-11-28,3329.799560546875
2023-11-29,3371.63671875
2023-11-30,3346.544189453125
2023-12-01,3369.621337890625
2023-12-04,3370.388671875
2023-12-05,3388.764404296875
2023-12-06,3458.332275390625
2023-12-07,3468.695556640625
2023-12-08,3480.01806640625
2023-12-11,3495.56298828125
2023-12-12,3523.58203125
2023-12-13,3448.208740234375
2023-12-14,3518.92822265625
2023-12-15,3704.842041015625
2023-12-18,3703.11474609375
2023-12-19,3661.85400390625
2023-12-20,3627.165771484375
2023-12-21,3634.314697265625
2023-12-22,3669.33837890625
2023-12-26,3642.039306640625
2023-12-27,3657.055908203125
2023-12-28,3646.212890625
2023-12-29,3639.97607421875
2024-01-01,3656.96044921875
2024-01-02,3630.1884765625
2024-01-03,3542.437255859375
2024-01-04,3518.496337890625
2024-01-05,3586.720458984375
2024-01-08,3529.531494140625
2024-01-09,3540.662109375
2024-01-10,3562.875732421875
2024-01-11,3584.4658203125
2024-01-12,3725.760009765625
2024-01-15,3745.910888671875
2024-01-16,3705.1298828125
2024-01-17,3727.487548828125
2024-01-18,3744.759521484375
2024-01-19,3801.10546875
2024-01-23,3719.35791015625
2024-01-24,3703.5
2024-01-25,3673.13427734375
2024-01-29,3664.1689453125
2024-01-30,3663.735107421875
2024-01-31,3678.580322265625
2024-02-01,3715.405517578125
2024-02-02,3823.518310546875
2024-02-05,3830.266357421875
2024-02-06,3987.109375
2024-02-07,3936.40283203125
2024-02-08,3985.278076171875
2024-02-09,3984.892578125
2024-02-12,3972.360595703125
2024-02-13,4000.123046875
2024-02-14,3952.501953125
2024-02-15,3955.490478515625
2024-02-16,3979.6865234375
2024-02-19,3956.068359375
2024-02-20,3885.5517578125
2024-02-21,3847.81103515625
2024-02-22,3939.969970703125
2024-02-23,3906.2294921875
2024-02-26,3857.017333984375
2024-02-27,3956.647216796875
2024-02-28,3970.673583984375
2024-02-29,3947.681884765625
2024-03-01,3946.958984375
2024-03-04,3933.800048828125
2024-03-05,3867.669677734375
2024-03-06,3917.990478515625
2024-03-07,3960.69580078125
2024-03-11,3973.951171875
2024-03-12,4041.334716796875
2024-03-13,3999.6416015625
2024-03-14,4056.132080078125
2024-03-15,4067.363037109375
2024-03-18,4003.015380859375
2024-03-19,3834.122314453125
2024-03-20,3827.95263671875
2024-03-21,3829.928955078125
2024-03-22,3770.112548828125
2024-03-26,3737.915283203125
2024-03-27,3702.632568359375
2024-03-28,3736.75830078125
2024-04-01,3775.751953125
2024-04-02,3743.988525390625
2024-04-03,3805.202392578125
2024-04-04,3859.186767578125
2024-04-05,3836.002197265625
2024-04-08,3829.54345703125
2024-04-09,3804.4794921875
2024-04-10,3841.20751953125
2024-04-12,3857.354736328125
2024-04-15,3799.32177734375
2024-04-16,3733.384521484375
2024-04-18,3722.97314453125
2024-04-19,3688.461669921875
2024-04-22,3725.479736328125
2024-04-23,3735.216064453125
2024-04-24,3693.137451171875
2024-04-25,3713.52587890625
2024-04-26,3683.786376953125
2024-04-29,3730.8779296875
2024-04-30,3683.111328125
2024-05-02,3724.226318359375
2024-05-03,3705.04248046875
2024-05-06,3779.897216796875
2024-05-07,3835.712890625
2024-05-08,3833.78515625
2024-05-09,3817.637939453125
2024-05-10,3753.724853515625
2024-05-13,3805.684326171875
2024-05-14,3760.76171875
2024-05-15,3740.710693359375
2024-05-16,3787.85302734375
2024-05-17,3722.941162109375
2024-05-21,3709.4443359375
2024-05-22,3720.90234375
2024-05-23,3780.5703125
2024-05-24,3737.894775390625
2024-05-27,3735.515869140625
2024-05-28,3728.5732421875
2024-05-29,3693.3740234375
2024-05-30,3627.782470703125
2024-05-31,3564.52099609375
2024-06-03,3595.49658203125
2024-06-04,3607.294189453125
2024-06-05,3637.83251953125
2024-06-06,3719.348388671875
2024-06-07,3781.0556640625
2024-06-10,3746.828125
2024-06-11,3740.41943359375
2024-06-12,3720.56201171875
2024-06-13,3765.7138671875
2024-06-14,3720.95068359375
2024-06-18,3704.4921875
2024-06-19,3691.48046875
2024-06-20,3677.44970703125
2024-06-21,3700.2685546875
2024-06-24,3706.142822265625
2024-06-25,3727.1650390625
2024-06-26,3744.060791015625
2024-06-27,3820.090576171875
2024-06-28,3790.96044921875
2024-07-01,3862.86328125
2024-07-02,3900.9267578125
2024-07-03,3850.288818359375
2024-07-04,3904.373779296875
2024-07-05,3895.4892578125
2024-07-08,3877.428466796875
2024-07-09,3869.951416015625
2024-07-10,3795.815185546875
2024-07-11,3809.943603515625
2024-07-12,4062.648681640625
2024-07-15,4048.325927734375
2024-07-16,4057.307861328125
2024-07-18,4190.4326171875
2024-07-19,4187.3671875
2024-07-22,4172.71923828125
2024-07-23,4187.31884765625
2024-07-24,4191.11376953125
2024-07-25,4206.9296875
2024-07-26,4270.5322265625
2024-07-29,4263.962890625
2024-07-30,4248.63427734375
2024-07-31,4268.09912109375
2024-08-01,4279.53515625
2024-08-02,4168.5341796875
2024-08-05,4043.956787109375
2024-08-06,4059.675048828125
2024-08-07,4088.142822265625
2024-08-08,4060.98876953125
2024-08-09,4115.6865234375
2024-08-12,4083.47119140625
2024-08-13,4084.73681640625
2024-08-14,4180.408203125
2024-08-16,4297.97802734375
2024-08-19,4369.951171875
2024-08-20,4402.36083984375
2024-08-21,4429.806640625
2024-08-22,4381.63037109375
2024-08-23,4344.548828125
2024-08-26,4382.068359375
2024-08-27,4376.91015625
2024-08-28,4385.5712890625
2024-08-29,4391.16796875
2024-08-30,4431.99658203125
2024-09-02,4400.1708984375
2024-09-03,4391.7041015625
2024-09-04,4359.48876953125
2024-09-05,4356.27734375
2024-09-06,4337.59033203125
2024-09-09,4330.58251953125
2024-09-10,4387.32421875
2024-09-11,4359.5859375
2024-09-12,4396.91064453125
2024-09-13,4401.6796875
2024-09-16,4392.57958984375
2024-09-17,4385.1826171875
2024-09-18,4229.947265625
2024-09-19,4181.2841796875
2024-09-20,4170.3349609375
2024-09-23,4154.3740234375
2024-09-24,4157.0986328125
2024-09-25,4160.45654296875
2024-09-26,4177.73193359375
2024-09-27,4193.49853515625
2024-09-30,4154.3740234375
2024-10-01,4173.2548828125
2024-10-03,4119.5791015625
2024-10-04,4138.55810546875
2024-10-07,4158.60693359375
2024-10-08,4139.53125
2024-10-09,4139.2392578125
2024-10-10,4114.3720703125
2024-10-11,4038.26318359375
2024-10-14,4026.048828125
2024-10-15,4006.72900390625
2024-10-16,3985.463623046875
2024-10-17,3999.137939453125
2024-10-18,4022.601806640625
2024-10-21,3980.45458984375
2024-10-22,3917.672119140625
2024-10-23,3967.185791015625
2024-10-24,3949.28271484375
2024-10-25,3958.697998046875
2024-10-28,3991.1865234375
2024-10-29,3975.966552734375
2024-10-30,3985.137451171875
2024-10-31,3871.7685546875
2024-11-01,3887.134521484375
2024-11-04,3867.572998046875
2024-11-05,3874.597900390625
2024-11-06,4038.79736328125
2024-11-07,4049.773193359375
2024-11-08,4045.968505859375
2024-11-11,4096.4091796875
2024-11-12,4095.140380859375
2024-11-13,4049.23681640625
2024-11-14,4044.895263671875
2024-11-18,3921.57470703125
2024-11-19,3941.13623046875
2024-11-21,3973.625
2024-11-22,4141.19091796875
2024-11-25,4209.97314453125
2024-11-26,4246.6572265625
2024-11-27,4226.998046875
2024-11-28,4141.48291015625
2024-11-29,4166.80126953125
2024-12-02,4172.4599609375
2024-12-03,4197.92431640625
2024-12-04,4248.31591796875
2024-12-05,4355.2939453125
2024-12-06,4337.1962890625
2024-12-09,4343.68408203125
2024-12-10,4324.5615234375
2024-12-11,4319.58642578125
2024-12-12,4346.416015625
2024-12-13,4364.904296875
2024-12-16,4307.634765625
2024-12-17,4223.046875
2024-12-18,4241.92529296875
2024-12-19,4167.8251953125
2024-12-20,4068.700439453125
2024-12-23,4056.9931640625
2024-12-24,4077.676513671875
2024-12-26,4067.5302734375
2024-12-27,4063.3837890625
2024-12-30,4057.48095703125
2024-12-31,3995.040283203125
2025-01-01,4012.26025390625
2025-01-02,4074.01806640625
2025-01-03,4000.015869140625
2025-01-06,3995.2353515625
2025-01-07,3930.160400390625
2025-01-08,4008.308837890625
2025-01-09,3940.453369140625
2025-01-10,4161.7275390625
2025-01-13,4186.55810546875
2025-01-14,4129.921875
2025-01-15,4146.0693359375
2025-01-16,4103.82373046875
2025-01-17,4087.964599609375
2025-01-20,4041.87451171875
2025-01-21,4000.294189453125
2025-01-22,4119.98046875
2025-01-23,4108.9287109375
2025-01-24,4115.767578125
2025-01-27,4029.335693359375
2025-01-28,4004.704833984375
2025-01-29,4063.680419921875
2025-01-30,4063.92822265625
2025-01-31,4076.16943359375
2025-02-01,4037.265380859375
2025-02-03,4032.804931640625
2025-02-04,4070.866455078125
2025-02-05,4055.057373046875
2025-02-06,4046.78076171875
2025-02-07,3993.900634765625
2025-02-10,4001.38427734375
2025-02-11,3928.631103515625
2025-02-12,3915.348876953125
2025-02-13,3875.701416015625
2025-02-14,3900.183837890625
2025-02-17,3870.10107421875
2025-02-18,3839.076904296875
2025-02-19,3750.761962890625
2025-02-20,3746.103271484375
2025-02-21,3752.645263671875
2025-02-24,3643.218017578125
2025-02-25,3597.573486328125
2025-02-27,3580.723388671875
2025-02-28,3452.5625
2025-03-03,3462.276123046875
2025-03-04,3500.9326171875
2025-03-05,3515.80029296875
2025-03-06,3569.869873046875
2025-03-07,3579.385009765625
2025-03-10,3558.02490234375
2025-03-11,3543.801513671875
2025-03-12,3475.31005859375
2025-03-13,3480.117431640625
2025-03-17,3466.885009765625
2025-03-18,3466.885009765625
2025-03-19,3466.29052734375
2025-03-20,3531.75830078125
2025-03-21,3546.576904296875
2025-03-24,3596.978759765625
2025-03-25,3625.525146484375
2025-03-26,3603.7685546875
2025-03-27,3619.03271484375
2025-03-28,3574.379638671875
2025-04-01,3519.517333984375
2025-04-02,3512.7275390625
2025-04-03,3373.16796875
2025-04-04,3270.33203125
2025-04-07,3245.20556640625
2025-04-08,3263.93896484375
2025-04-09,3217.997314453125
2025-04-11,3203.0302734375
2025-04-15,3219.583251953125
2025-04-16,3244.957763671875
2025-04-17,3269.83642578125
2025-04-21,3292.336669921875
2025-04-22,3285.199951171875
2025-04-23,3382.931396484375
2025-04-24,3371.6318359375
2025-04-25,3417.623046875
2025-04-28,3413.16259765625
2025-04-29,3441.9072265625
2025-04-30,3423.272705078125
2025-05-02,3400.772705078125
2025-05-05,3423.867431640625
2025-05-06,3429.517333984375
2025-05-07,3414.74853515625
2025-05-08,3418.514892578125
2025-05-09,3409.990966796875
2025-05-12,3588.50390625
2025-05-13,3484.03271484375
2025-05-14,3517.435791015625
2025-05-15,3548.36083984375
2025-05-16,3529.9248046875
2025-05-19,3487.79931640625
2025-05-20,3467.47998046875
2025-05-21,3494.737548828125
2025-05-22,3446.367431640625
2025-05-23,3483.63623046875
2025-05-26,3506.13623046875
2025-05-27,3467.876220703125
2025-05-28,3466.885009765625
2025-05-29,3467.28173828125
2025-05-30,3432.88720703125
2025-06-02,3419.4072265625
2025-06-03,3375.199951171875
2025-06-04,3380.89990234375
2025-06-05,3371.10009765625
2025-06-06,3384.199951171875
2025-06-09,3421.89990234375
2025-06-10,3462.89990234375
2025-06-11,3471.89990234375
2025-06-12,3434.199951171875
2025-06-13,3445.699951171875
2025-06-16,3496.300048828125
2025-06-17,3515.300048828125
2025-06-18,3451.39990234375
2025-06-19,3424.0
2025-06-20,3435.699951171875
2025-06-23,3393.60009765625
2025-06-24,3390.39990234375
2025-06-25,3444.800048828125
2025-06-26,3441.800048828125
2025-06-27,3441.10009765625
2025-06-30,3462.0
2025-07-01,3429.699951171875
2025-07-02,3423.300048828125
2025-07-03,3400.800048828125
2025-07-04,3419.800048828125
